Time,Latitude,Longitude,AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),Abs_Altitude(m),mode
5709,38.2612233,140.8485612,0.13,-0.51,10.07,81.24,0
5860,38.2612233,140.8485612,0.15,-0.49,10.03,81.66,0
6011,38.2612233,140.8485612,0.15,-0.53,10.07,81.91,0
6136,38.2612233,140.8485612,0.17,-0.49,10.03,82,0
6317,38.2612233,140.8485612,0.17,-0.49,10.07,82.08,0
6443,38.2612233,140.8485612,0.15,-0.49,10.03,81.66,0
6576,38.2612233,140.8485612,0.15,-0.49,10.05,82,0
6727,38.2612233,140.8485612,0.15,-0.49,10.07,81.91,0
6878,38.2612233,140.8485612,0.19,-0.51,10.07,82.08,0
7002,38.2612233,140.8485612,0.17,-0.49,10.03,81.41,0
7141,38.2612233,140.8485612,0.15,-0.49,10.03,81.91,0
7322,38.2612233,140.8485612,0.17,-0.45,10.07,81.66,0
7446,38.2612233,140.8485612,0.19,-0.47,10.07,81.24,0
7594,38.2612233,140.8485612,0.15,-0.49,10.05,81.83,0
7745,38.2612233,140.8485612,0.17,-0.47,10.05,81.49,0
7896,38.2612233,140.8485612,0.17,-0.53,10.05,81.91,0
8020,38.2612233,140.8485612,0.17,-0.49,10.05,81.58,0
8159,38.2612233,140.8485612,0.15,-0.49,10.05,81.33,0
8340,38.2612233,140.8485612,0.15,-0.53,10.03,81.24,0
8464,38.2612233,140.8485612,0.17,-0.51,10.05,81.66,0
8612,38.2612233,140.8485612,0.17,-0.47,10.05,81.24,0
8763,38.2612233,140.8485612,0.17,-0.47,10.05,81.33,0
8914,38.2612233,140.8485612,0.11,-0.55,10.05,81.16,0
9038,38.2612233,140.8485612,0.15,-0.49,10.07,81.75,0
9176,38.2612233,140.8485612,0.13,-0.51,10.09,80.99,0
9358,38.2612233,140.8485612,0.15,-0.47,10.07,81.33,0
9481,38.2612233,140.8485612,0.15,-0.47,10.07,81.58,0
9629,38.2612233,140.8485612,0.17,-0.51,10.03,81.66,0
9780,38.2612233,140.8485612,0.19,-0.49,10.09,81.58,0
9931,38.2612233,140.8485612,0.19,-0.49,10.05,81.66,0
10055,38.2612233,140.8485612,0.17,-0.49,10.05,81.58,0
10194,38.2612233,140.8485612,0.19,-0.45,10.07,81.49,0
10376,38.2612233,140.8485612,0.15,-0.44,10.09,81.49,0
10502,38.2612233,140.8485612,0.17,-0.44,10.07,81.66,0
10647,38.2612233,140.8485612,0.17,-0.49,10.05,81.58,0
10798,38.2612233,140.8485612,0.15,-0.49,10.07,81.66,0
10949,38.2612233,140.8485612,0.15,-0.51,10.07,81.41,0
11073,38.2612233,140.8485612,0.15,-0.51,10.03,81.66,0
11212,38.2612233,140.8485612,0.17,-0.49,10.03,81.24,0
11394,38.2612233,140.8485612,0.13,-0.47,10.05,81.66,0
11518,38.2612233,140.8485612,0.15,-0.53,10.07,81.41,0
11665,38.2612233,140.8485612,0.11,-0.51,10.02,81.83,0
11816,38.2612233,140.8485612,0.09,-0.55,10.02,81.16,0
11967,38.2612233,140.8485612,0.15,-0.47,10.07,81.66,0
12091,38.2612233,140.8485612,0.15,-0.45,10.07,81.75,0
12229,38.2612233,140.8485612,0.21,-0.49,10.03,81.24,0
12412,38.2612233,140.8485612,0.13,-0.53,10,81.58,0
12535,38.2612233,140.8485612,0.17,-0.45,10.07,81.49,0
12682,38.2612233,140.8485612,0.13,-0.45,10.07,81.66,0
12833,38.2612233,140.8485612,0.17,-0.47,10.07,81.66,0
12984,38.2612233,140.8485612,0.19,-0.47,10.07,81.24,0
13108,38.2612233,140.8485612,0.13,-0.44,10.05,81.49,0
13247,38.2612233,140.8485612,0.15,-0.49,10.03,81.41,0
13429,38.2612233,140.8485612,0.19,-0.49,10.03,81.91,0
13553,38.2612233,140.8485612,0.15,-0.51,10.03,81.33,0
13700,38.2612233,140.8485612,0.19,-0.47,10,82,0
13851,38.2612233,140.8485612,0.15,-0.53,10.05,81.41,0
14002,38.2612233,140.8485612,0.17,-0.47,10.05,81.24,0
14125,38.2612233,140.8485612,0.17,-0.51,10.03,81.91,0
14265,38.2612233,140.8485612,0.17,-0.49,10.03,81.33,0
14447,38.2612233,140.8485612,0.17,-0.53,10.05,81.41,0
14573,38.2612233,140.8485612,0.17,-0.49,10.03,81.16,0
14718,38.2612233,140.8485612,0.17,-0.51,10.05,81.83,0
14869,38.2612233,140.8485612,0.15,-0.51,10.03,81.91,0
14993,38.2612233,140.8485612,0.17,-0.51,10.11,81.66,0
15132,38.2612233,140.8485612,0.15,-0.53,10.05,81.41,0
15283,38.2612233,140.8485612,0.17,-0.53,10.03,81.75,0
15466,38.2612233,140.8485612,0.15,-0.45,10.07,81.41,0
15589,38.2612233,140.8485612,0.17,-0.49,10.05,81.41,0
15736,38.2612233,140.8485612,0.17,-0.53,10.03,81.91,0
15887,38.2612233,140.8485612,0.15,-0.47,10.07,81.49,0
16010,38.2612233,140.8485612,0.15,-0.49,10.05,82.08,0
16149,38.2612233,140.8485612,0.13,-0.51,10.05,81.58,0
16300,38.2612233,140.8485612,0.17,-0.47,10.03,81.91,0
16482,38.2612233,140.8485612,0.15,-0.51,10.02,81.66,0
16606,38.2612233,140.8485612,0.15,-0.53,10.03,82.08,0
16753,38.2612233,140.8485612,0.15,-0.49,10.07,82.16,0
16904,38.2612233,140.8485612,0.17,-0.49,10.02,82,0
17028,38.2612233,140.8485612,0.15,-0.47,10.05,81.75,0
17167,38.2612233,140.8485612,0.17,-0.49,10.03,81.49,0
17318,38.2612233,140.8485612,0.15,-0.49,10.02,81.75,0
17501,38.2612233,140.8485612,0.17,-0.49,10.05,81.49,0
17624,38.2612233,140.8485612,0.13,-0.51,10.09,81.66,0
17771,38.2612233,140.8485612,0.17,-0.49,10.02,82,0
17922,38.2612233,140.8485612,0.17,-0.49,10.05,81.83,0
18046,38.2612233,140.8485612,0.13,-0.51,10.05,81.49,0
18185,38.2612233,140.8485612,0.13,-0.49,10.03,81.49,0
18336,38.2612233,140.8485612,0.17,-0.49,10.07,81.75,0
18518,38.2612233,140.8485612,0.17,-0.47,10.03,82,0
18644,38.2612233,140.8485612,0.15,-0.47,10.05,81.91,0
18789,38.2612233,140.8485612,0.17,-0.51,10.05,81.41,0
18940,38.2612233,140.8485612,0.15,-0.51,10.05,81.49,0
19064,38.2612233,140.8485612,0.15,-0.51,10.03,81.91,0
19203,38.2612233,140.8485612,0.17,-0.53,10.05,81.83,0
19354,38.2612233,140.8485612,0.13,-0.51,10.02,81.66,0
19536,38.2612233,140.8485612,0.13,-0.49,10.05,81.83,0
19660,38.2612233,140.8485612,0.15,-0.49,10.05,81.83,0
19807,38.2612233,140.8485612,0.13,-0.49,10.05,81.58,0
19958,38.2612233,140.8485612,0.15,-0.51,10.05,81.58,0
20082,38.2612233,140.8485612,0.15,-0.51,10.07,81.66,0
20221,38.2612233,140.8485612,0.17,-0.49,10.03,82.16,0
20372,38.2612233,140.8485612,0.11,-0.53,10.02,81.49,0
20555,38.2612233,140.8485612,0.13,-0.49,10.07,81.83,0
20679,38.2612233,140.8485612,0.19,-0.51,10.07,81.33,0
20825,38.2612233,140.8485612,0.15,-0.42,10.13,81.41,0
20976,38.2612233,140.8485612,0.15,-0.42,10.03,81.66,0
21100,38.2612233,140.8485612,0.09,-0.49,10.02,81.49,0
21239,38.2612233,140.8485612,0.11,-0.49,10.05,81.83,0
21390,38.2612233,140.8485612,0.15,-0.53,10.07,81.33,0
21573,38.2612233,140.8485612,0.09,-0.47,10.07,82.08,0
21696,38.2612233,140.8485612,0.15,-0.51,10.03,81.75,0
21843,38.2612233,140.8485612,0.15,-0.45,10.05,81.75,0
21994,38.2612233,140.8485612,0.09,-0.49,10.05,81.49,0
22118,38.2612233,140.8485612,0.13,-0.49,10.09,81.41,0
22257,38.2612233,140.8485612,0.15,-0.49,10.07,81.49,0
22408,38.2612233,140.8485612,0.13,-0.47,10.03,81.24,0
22590,38.2612233,140.8485612,0.19,-0.51,10.05,82.08,0
22716,38.2612233,140.8485612,0.15,-0.49,10.07,81.91,0
22861,38.2612233,140.8485612,0.17,-0.47,10.05,81.91,0
23012,38.2612233,140.8485612,0.15,-0.47,10.05,81.49,0
23136,38.2612233,140.8485612,0.15,-0.49,10.03,81.41,0
23275,38.2612233,140.8485612,0.15,-0.51,10.03,81.66,0
23426,38.2612233,140.8485612,0.15,-0.49,10.05,81.33,0
23609,38.2612233,140.8485612,0.13,-0.51,10.05,80.99,0
23732,38.2612233,140.8485612,0.13,-0.51,10.05,81.24,0
23879,38.2612233,140.8485612,0.13,-0.49,10.03,81.41,0
24005,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
24143,38.2612233,140.8485612,0.15,-0.47,10.03,81.75,0
24294,38.2612233,140.8485612,0.17,-0.49,10.05,81.83,0
24445,38.2612233,140.8485612,0.17,-0.53,10.05,81.75,0
24628,38.2612233,140.8485612,0.15,-0.49,10.03,81.91,0
24751,38.2612233,140.8485612,0.13,-0.47,10.07,81.58,0
24898,38.2612233,140.8485612,0.17,-0.51,10.03,81.58,0
25022,38.2612233,140.8485612,0.15,-0.49,10.07,81.16,0
25162,38.2612233,140.8485612,0.13,-0.51,10.03,81.16,0
25313,38.2612233,140.8485612,0.17,-0.47,10.05,81.66,0
25464,38.2612233,140.8485612,0.15,-0.49,10.05,81.07,0
25646,38.2612233,140.8485612,0.17,-0.49,10.05,80.99,0
25770,38.2612233,140.8485612,0.13,-0.51,10.05,81.24,0
25917,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
26041,38.2612233,140.8485612,0.15,-0.51,10.03,81.58,0
26180,38.2612233,140.8485612,0.15,-0.51,10.05,81.41,0
26331,38.2612233,140.8485612,0.15,-0.51,10.02,81.41,0
26482,38.2612233,140.8485612,0.15,-0.49,10.03,81.16,0
26665,38.2612233,140.8485612,0.17,-0.51,10.03,81.24,0
26790,38.2612233,140.8485612,0.15,-0.53,10.05,81.33,0
26935,38.2612233,140.8485612,0.15,-0.51,10.05,81.33,0
27058,38.2612233,140.8485612,0.15,-0.51,10.07,81.33,0
27198,38.2612233,140.8485612,0.17,-0.51,10.09,80.99,0
27349,38.2612233,140.8485612,0.13,-0.49,10.05,81.07,0
27500,38.2612233,140.8485612,0.13,-0.51,10.07,81.83,0
27683,38.2612233,140.8485612,0.17,-0.53,10.05,81.16,0
27806,38.2612233,140.8485612,0.15,-0.51,10.05,81.16,0
27953,38.2612233,140.8485612,0.13,-0.51,10.07,81.33,0
28080,38.2612233,140.8485612,0.15,-0.51,10.05,81.33,0
28216,38.2612233,140.8485612,0.17,-0.49,10.03,81.33,0
28367,38.2612233,140.8485612,0.15,-0.51,10.07,81.16,0
28518,38.2612233,140.8485612,0.15,-0.47,10.03,81.24,0
28700,38.2612233,140.8485612,0.15,-0.51,10.03,81.33,0
28824,38.2612233,140.8485612,0.15,-0.49,10.07,81.24,0
28971,38.2612233,140.8485612,0.15,-0.51,10.07,81.07,0
29095,38.2612233,140.8485612,0.13,-0.51,10.03,81.16,0
29234,38.2612233,140.8485612,0.13,-0.49,10.05,80.82,0
29385,38.2612233,140.8485612,0.15,-0.53,10.02,81.33,0
29536,38.2612233,140.8485612,0.15,-0.49,10.05,80.99,0
29718,38.2612233,140.8485612,0.17,-0.49,10.05,81.49,0
29842,38.2612233,140.8485612,0.17,-0.51,10.07,81.41,0
29989,38.2612233,140.8485612,0.15,-0.51,10.03,81.58,0
30113,38.2612233,140.8485612,0.13,-0.47,10.07,81.58,0
30252,38.2612233,140.8485612,0.15,-0.51,10.02,81.33,0
30403,38.2612233,140.8485612,0.15,-0.49,10.05,81.41,0
30554,38.2612233,140.8485612,0.17,-0.53,10.05,81.41,0
30737,38.2612233,140.8485612,0.17,-0.51,10.07,81.58,0
30862,38.2612233,140.8485612,0.15,-0.49,10.07,81.58,0
31007,38.2612233,140.8485612,0.17,-0.49,10.03,81.75,0
31131,38.2612233,140.8485612,0.24,-0.53,10.15,81.07,0
31269,38.2612233,140.8485612,0.13,-0.53,10.05,81.07,0
31420,38.2612233,140.8485612,0.15,-0.51,10.05,81.41,0
31571,38.2612233,140.8485612,0.17,-0.47,10.07,81.16,0
31753,38.2612233,140.8485612,0.15,-0.53,10.03,80.91,0
31877,38.2612233,140.8485612,0.19,-0.51,10.07,81.41,0
32001,38.2612233,140.8485612,0.17,-0.47,10.02,81.33,0
32137,38.2612233,140.8485612,0.15,-0.51,10.07,81.24,0
32288,38.2612233,140.8485612,0.15,-0.49,10.09,81.33,0
32439,38.2612233,140.8485612,0.15,-0.51,10.05,81.07,0
32590,38.2612233,140.8485612,0.15,-0.49,10.05,81.24,0
32773,38.2612233,140.8485612,0.15,-0.49,10.09,81.33,0
32896,38.2612233,140.8485612,0.17,-0.49,10.07,81.49,0
33020,38.2612233,140.8485612,0.13,-0.51,10.07,81.24,0
33155,38.2612233,140.8485612,0.15,-0.53,10.03,82,0
33306,38.2612233,140.8485612,0.15,-0.51,10,81.41,0
33457,38.2612233,140.8485612,0.17,-0.49,10.03,81.58,0
33608,38.2612233,140.8485612,0.15,-0.51,10.03,81.58,0
33790,38.2612233,140.8485612,0.15,-0.49,10.05,81.66,0
33914,38.2612233,140.8485612,0.13,-0.53,10.07,81.41,0
34046,38.2612233,140.8485612,0.15,-0.51,10.03,81.66,0
34173,38.2612233,140.8485612,0.15,-0.49,10.02,81.49,0
34324,38.2612233,140.8485612,0.13,-0.49,10.07,81.49,0
34475,38.2612233,140.8485612,0.17,-0.49,10.05,80.99,0
34626,38.2612233,140.8485612,0.15,-0.47,10.03,81.07,0
34808,38.2612233,140.8485612,0.15,-0.49,10.05,81.24,0
34934,38.2612233,140.8485612,0.15,-0.51,10.05,81.41,0
35058,38.2612233,140.8485612,0.15,-0.47,10.03,81.66,0
35191,38.2612233,140.8485612,0.15,-0.51,10.05,81.66,0
35342,38.2612233,140.8485612,0.15,-0.49,10.05,81.33,0
35493,38.2612233,140.8485612,0.13,-0.49,10.03,80.91,0
35644,38.2612233,140.8485612,0.17,-0.49,10.05,81.07,0
35827,38.2612233,140.8485612,0.13,-0.49,10.05,81.41,0
35950,38.2612233,140.8485612,0.15,-0.53,10.03,81.07,0
36074,38.2612233,140.8485612,0.13,-0.49,10.09,80.99,0
36209,38.2612233,140.8485612,0.13,-0.49,10.03,81.16,0
36360,38.2612233,140.8485612,0.15,-0.47,10.03,81.33,0
36511,38.2612233,140.8485612,0.17,-0.47,10.03,80.82,0
36662,38.2612233,140.8485612,0.15,-0.49,10.07,81.49,0
36844,38.2612233,140.8485612,0.17,-0.49,10.05,81.07,0
36968,38.2612233,140.8485612,0.15,-0.49,10.03,80.99,0
37092,38.2612233,140.8485612,0.19,-0.51,10.03,81.16,0
37227,38.2612233,140.8485612,0.15,-0.53,10.07,81.24,0
37378,38.2612233,140.8485612,0.17,-0.47,10.02,81.33,0
37529,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
37680,38.2612233,140.8485612,0.15,-0.51,10.07,81.16,0
37862,38.2612233,140.8485612,0.15,-0.49,10.05,80.74,0
37992,38.2612233,140.8485612,0.15,-0.49,10.07,81.75,0
38116,38.2612233,140.8485612,0.17,-0.49,10.05,80.91,0
38246,38.2612233,140.8485612,0.17,-0.51,10.07,81.16,0
38397,38.2612233,140.8485612,0.15,-0.51,10.02,80.74,0
38548,38.2612233,140.8485612,0.13,-0.49,10.02,81.24,0
38699,38.2612233,140.8485612,0.15,-0.49,10.07,81.33,0
38881,38.2612233,140.8485612,0.15,-0.49,10.03,81.58,0
39007,38.2612233,140.8485612,0.17,-0.49,10.05,81.66,0
39131,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
39265,38.2612233,140.8485612,0.11,-0.49,10.02,81.75,0
39416,38.2612233,140.8485612,0.13,-0.49,10.03,81.49,0
39567,38.2612233,140.8485612,0.17,-0.49,10.02,81.49,0
39718,38.2612233,140.8485612,0.15,-0.51,10.07,80.99,0
39900,38.2612233,140.8485612,0.15,-0.49,10.07,81.49,0
40024,38.2612233,140.8485612,0.17,-0.49,10.05,81.49,0
40148,38.2612233,140.8485612,0.15,-0.47,10.07,81.33,0
40283,38.2612233,140.8485612,0.13,-0.49,10.03,81.49,0
40434,38.2612233,140.8485612,0.17,-0.49,10.03,81.16,0
40585,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
40736,38.2612233,140.8485612,0.15,-0.49,10.07,82,0
40918,38.2612233,140.8485612,0.15,-0.53,10.05,81.49,0
41042,38.2612233,140.8485612,0.17,-0.49,10.05,81.58,0
41166,38.2612233,140.8485612,0.13,-0.49,10.07,81.24,0
41301,38.2612233,140.8485612,0.17,-0.51,10.02,81.33,0
41452,38.2612233,140.8485612,0.15,-0.47,10.03,81.33,0
41603,38.2612233,140.8485612,0.15,-0.51,10.05,81.58,0
41754,38.2612233,140.8485612,0.17,-0.49,10.05,81.33,0
41936,38.2612233,140.8485612,0.17,-0.51,10.03,80.91,0
42060,38.2612233,140.8485612,0.15,-0.53,10.02,80.91,0
42184,38.2612233,140.8485612,0.15,-0.53,10.05,80.91,0
42319,38.2612233,140.8485612,0.15,-0.47,10.05,81.41,0
42470,38.2612233,140.8485612,0.15,-0.49,10.02,81.24,0
42621,38.2612233,140.8485612,0.17,-0.51,10.05,81.49,0
42772,38.2612233,140.8485612,0.13,-0.51,10.05,81.41,0
42954,38.2612233,140.8485612,0.17,-0.45,10.09,81.07,0
43080,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
43204,38.2612233,140.8485612,0.13,-0.51,10.07,81.24,0
43338,38.2612233,140.8485612,0.15,-0.53,10.03,81.49,0
43489,38.2612233,140.8485612,0.15,-0.47,10.07,81.66,0
43640,38.2612233,140.8485612,0.17,-0.47,10.02,81.24,0
43791,38.2612233,140.8485612,0.17,-0.51,10.07,81.41,0
43974,38.2612233,140.8485612,0.13,-0.47,10.03,81.58,0
44097,38.2612233,140.8485612,0.15,-0.47,10.05,81.16,0
44221,38.2612233,140.8485612,0.15,-0.49,10.02,81.33,0
44356,38.2612233,140.8485612,0.13,-0.49,10.05,81.07,0
44507,38.2612233,140.8485612,0.15,-0.51,10.09,80.65,0
44658,38.2612233,140.8485612,0.15,-0.53,10.05,81.33,0
44809,38.2612233,140.8485612,0.17,-0.51,10.09,81.66,0
44992,38.2612233,140.8485612,0.15,-0.49,10.05,80.99,0
45115,38.2612233,140.8485612,0.15,-0.51,10.03,81.41,0
45239,38.2612233,140.8485612,0.15,-0.51,10.02,81.41,0
45375,38.2612233,140.8485612,0.15,-0.51,10.03,80.65,0
45526,38.2612233,140.8485612,0.15,-0.51,10.03,80.74,0
45677,38.2612233,140.8485612,0.15,-0.51,10.02,81.91,0
45828,38.2612233,140.8485612,0.15,-0.51,10.03,81.33,0
46010,38.2612233,140.8485612,0.17,-0.51,10.05,81.66,0
46134,38.2612233,140.8485612,0.15,-0.49,10.03,81.16,0
46258,38.2612233,140.8485612,0.17,-0.53,10.05,81.49,0
46394,38.2612233,140.8485612,0.15,-0.49,10.07,81.58,0
46545,38.2612233,140.8485612,0.17,-0.51,10.09,81.41,0
46696,38.2612233,140.8485612,0.15,-0.49,10.05,81.24,0
46847,38.2612233,140.8485612,0.15,-0.51,10.07,81.33,0
47030,38.2612233,140.8485612,0.15,-0.49,10.03,81.75,0
47152,38.2612233,140.8485612,0.17,-0.49,10.05,80.91,0
47276,38.2612233,140.8485612,0.15,-0.47,10.07,81.33,0
47413,38.2612233,140.8485612,0.17,-0.51,10.03,81.16,0
47564,38.2612233,140.8485612,0.17,-0.53,10.07,81.58,0
47715,38.2612233,140.8485612,0.13,-0.49,10.03,81.66,0
47866,38.2612233,140.8485612,0.15,-0.51,10.02,81.41,0
48049,38.2612233,140.8485612,0.15,-0.49,10.05,81.24,0
48172,38.2612233,140.8485612,0.17,-0.49,10.05,81.16,0
48296,38.2612233,140.8485612,0.15,-0.49,10.05,81.33,0
48430,38.2612233,140.8485612,0.17,-0.53,10.05,81.41,0
48581,38.2612233,140.8485612,0.17,-0.49,10.03,81.41,0
48732,38.2612233,140.8485612,0.15,-0.51,10.03,81.07,0
48883,38.2612233,140.8485612,0.17,-0.47,10.07,81.16,0
49065,38.2612233,140.8485612,0.15,-0.49,10.02,81.41,0
49189,38.2612233,140.8485612,0.13,-0.53,10.02,81.33,0
49313,38.2612233,140.8485612,0.17,-0.49,10.07,81.41,0
49448,38.2612233,140.8485612,0.17,-0.49,10.05,81.16,0
49599,38.2612233,140.8485612,0.13,-0.51,10.05,81.33,0
49750,38.2612233,140.8485612,0.19,-0.51,10.03,81.58,0
49901,38.2612233,140.8485612,0.17,-0.49,10.07,81.41,0
50084,38.2612233,140.8485612,0.15,-0.49,10.07,81.24,0
50207,38.2612233,140.8485612,0.13,-0.51,10.05,80.91,0
50331,38.2612233,140.8485612,0.19,-0.51,10.03,81.16,0
50467,38.2612233,140.8485612,0.15,-0.49,10.03,80.99,0
50618,38.2612233,140.8485612,0.15,-0.47,10.09,81.16,0
50769,38.2612233,140.8485612,0.15,-0.51,10.09,81.07,0
50920,38.2612233,140.8485612,0.15,-0.51,10.05,80.91,0
51104,38.2612233,140.8485612,0.15,-0.47,10.07,81.24,0
51228,38.2612233,140.8485612,0.15,-0.51,10.05,80.91,0
51352,38.2612233,140.8485612,0.17,-0.51,10.07,80.99,0
51486,38.2612233,140.8485612,0.17,-0.49,10.03,80.99,0
51637,38.2612233,140.8485612,0.15,-0.47,10.03,80.82,0
51788,38.2612233,140.8485612,0.15,-0.51,10.03,80.74,0
51939,38.2612233,140.8485612,0.15,-0.49,10.05,80.49,0
52121,38.2612233,140.8485612,0.15,-0.49,10.05,80.65,0
52245,38.2612233,140.8485612,0.17,-0.47,10.03,81.33,0
52369,38.2612233,140.8485612,0.15,-0.51,10.03,80.99,0
52505,38.2612233,140.8485612,0.17,-0.49,10.05,81.41,0
52656,38.2612233,140.8485612,0.17,-0.45,10.05,80.82,0
52807,38.2612233,140.8485612,0.17,-0.53,10.03,81.58,0
52958,38.2612233,140.8485612,0.15,-0.49,10.03,81.66,0
53141,38.2612233,140.8485612,0.15,-0.51,10.05,81.58,0
53264,38.2612233,140.8485612,0.17,-0.49,10.05,81.83,0
53388,38.2612233,140.8485612,0.17,-0.49,10.03,81.07,0
53524,38.2612233,140.8485612,0.13,-0.53,10.05,81.33,0
53675,38.2612233,140.8485612,0.17,-0.55,10.02,81.83,0
53826,38.2612233,140.8485612,0.19,-0.47,10,81.33,0
53977,38.2612233,140.8485612,0.13,-0.55,10.07,80.99,0
54160,38.2612233,140.8485612,0.15,-0.47,10.05,81.33,0
54283,38.2612233,140.8485612,0.13,-0.53,10.05,80.49,0
54407,38.2612233,140.8485612,0.15,-0.49,10.07,81.33,0
54543,38.2612233,140.8485612,0.17,-0.49,10.03,81.33,0
54694,38.2612233,140.8485612,0.13,-0.53,10.02,80.91,0
54845,38.2612233,140.8485612,0.15,-0.47,10.03,81.58,0
54996,38.2612233,140.8485612,0.17,-0.51,10.03,81.49,0
55180,38.2612233,140.8485612,0.15,-0.51,10.05,81.58,0
55304,38.2612233,140.8485612,0.17,-0.49,10.07,80.99,0
55428,38.2612233,140.8485612,0.17,-0.51,10.03,81.24,0
55562,38.2612233,140.8485612,0.15,-0.51,10.05,81.33,0
55713,38.2612233,140.8485612,0.15,-0.47,10.03,81.24,0
55864,38.2612233,140.8485612,0.15,-0.49,10.05,81.49,0
55988,38.2612233,140.8485612,0.15,-0.51,10.07,81.16,0
56127,38.2612233,140.8485612,0.15,-0.47,10.05,80.74,0
56310,38.2612233,140.8485612,0.15,-0.49,10.03,81.33,0
56433,38.2612233,140.8485612,0.13,-0.49,10.03,81.24,0
56580,38.2612233,140.8485612,0.15,-0.49,10.05,80.99,0
56731,38.2612233,140.8485612,0.13,-0.49,10.07,81.33,0
56882,38.2612233,140.8485612,0.17,-0.51,10.05,81.66,0
57006,38.2612233,140.8485612,0.15,-0.47,10.07,81.16,0
57146,38.2612233,140.8485612,0.17,-0.47,10.05,81.33,0
57328,38.2612233,140.8485612,0.15,-0.49,10.03,81.16,0
57452,38.2612233,140.8485612,0.13,-0.51,10.05,81.16,0
57599,38.2612233,140.8485612,0.15,-0.47,10.05,81.58,0
57750,38.2612233,140.8485612,0.15,-0.49,10.05,81.58,0
57901,38.2612233,140.8485612,0.15,-0.49,10.03,81.16,0
58025,38.2612233,140.8485612,0.17,-0.47,10.09,81.41,0
58165,38.2612233,140.8485612,0.17,-0.49,10.05,81.49,0
58347,38.2612233,140.8485612,0.19,-0.51,10.02,81.07,0
58471,38.2612233,140.8485612,0.17,-0.49,10.05,81.24,0
58618,38.2612233,140.8485612,0.15,-0.51,10.05,81.66,0
58769,38.2612233,140.8485612,0.13,-0.51,10.02,81.07,0
58920,38.2612233,140.8485612,0.15,-0.49,10.03,81.07,0
59043,38.2612233,140.8485612,0.15,-0.51,10.03,81.16,0
59184,38.2612233,140.8485612,0.17,-0.49,10.05,81.16,0
59367,38.2612233,140.8485612,0.15,-0.49,10.05,81.16,0
59490,38.2612233,140.8485612,0.15,-0.51,10.05,80.91,0
59637,38.2612233,140.8485612,0.17,-0.51,10.05,81.49,0
59788,38.2612233,140.8485612,0.15,-0.49,10.09,81.07,0
59939,38.2612233,140.8485612,0.15,-0.47,10.05,80.99,0
60063,38.2612233,140.8485612,0.15,-0.53,10.03,80.91,0
60203,38.2612233,140.8485612,0.15,-0.49,10.07,81.07,0
